id,name,website,address,municipality,county,lat,long,phone_number,rating,place_id
protrada8425,"Proff trafikkskole DA",profftrafikkskole.no/,"Enebakkveien 275, 1187 Oslo","Oslo kommune",Oslo,59.8785829,10.826876,"21 44 51 77",,ChIJWxyrGkFvQUYRFe4jPt-qCsA
pstraasl5232,"PS Trafikkskole AS",pstrafikkskole.no/,"S칮ster Mathildes gate 14A, 1461 L칮renskog",L칮renskog,Viken,59.91925380000001,10.9477127,"412 32 574",,ChIJa3IAEEFvQUYRNr1QylfiXMM
reatraos7296,"Ready Trafikkskole",readytrafikkskole.no/,"Grenseveien 107, 0663 Oslo","Oslo kommune",Oslo,59.92738310000001,10.8766796,"468 14 940",5,ChIJ3VvuBfVvQUYRSco4qftg_28
ribtraas1922,"Riber Trafikkskole As",ribertrafikkskole.no/,"Odins gate 11, 0266 Oslo","Oslo kommune",Oslo,59.91942090000001,10.7069721,"909 53 646",5,ChIJuW8ndtJtQUYR-dKK5C_W-lQ
ringtraf0333,"Ringerike Trafikkskole",ringeriketrafikkskole.no/,"Kirkegata 9, 3510 H칮nefoss",Ringerike,Viken,60.16619499999999,10.2583763,"991 20 755",3.7,ChIJL_9zlkAHQUYRK6Vw3MIvnew
rismctra3012,"Riseberg MC & Trafikkskole",risebergmc.no/,"Gurudveien 21, 1832 Askim","Indre 칒stfold",Viken,59.58186440000001,11.1439128,"69 88 67 00",2.9,ChIJK5RrjmzjQ0YRuRbljt1e0MA
robuantr2928,"Romerike bus and Trailer School AS",rbt.as/,"Ullensaker n칝ringspark, Dyrskueveien 18, 2040 Kl칮fta",Ullensaker,Viken,60.08217670000001,11.1405472,"63 94 35 80",4.5,ChIJ3TnGGxZ_QUYRCjJxNr0wQj0
roeoghur7006,"R칮yken og Hurum Trafikkskole",rh-trafikkskole.no/,"Nordre S칝trevei 46, 3475 S칝tre",Asker,Viken,59.6851962,10.5210147,"32 79 14 00",5,ChIJa200_DlHQUYReic7BZAQPmE
rometraf6873,"Romerike Trafikkskole",romeriketrafikkskole.no/,"Frognervegen 2, 2016 Frogner",Lillestr칮m,Viken,60.02464130000001,11.1038231,"63 82 55 55",4.2,ChIJ73M8QFR5QUYRP8Gw590RJxk
samtraas4633,"Sams trafikkskole AS",samstrafikkskole.com/kontakt,"Haugerudhagan 42D, 0673 Oslo","Oslo kommune",Oslo,59.92357239999999,10.8512548,"917 19 996",,ChIJ713lhJNvQUYRAYif8v7LFgg
sandrisc2168,"sand driving school",sandtrafikkskole.no/,"Hellefossveien 2, 3300 Hokksund","칒vre Eiker",Viken,59.77311479999999,9.908422900000001,"32 75 10 55",2.9,ChIJbXcNSGHfQEYRrnZjehouY2Y
santraas0034,"Sana Trafikkskole AS",sanastrafikkskole.no/,"Helga Vaneks Vei 3, 1281 Oslo","Oslo kommune",Oslo,59.8493812,10.8304747,"910 00 027",3.4,ChIJqaqqaqVoQUYR68fq_14ARFA
santraas0289,"Sans Trafikkskole AS",sanstrafikkskole.no/,"Storgata 1, 1440 Dr칮bak",Frogn,Viken,59.66274820000001,10.6292778,"24 17 90 00",5,ChIJ7bK3q5hFQUYRabBjuyaZ2eY
sarptraf1091,"Sarpsborg trafikkskole",sarpsborgtrafikkskole.no/,"Roald Amundsens gate 48, 1723 Sarpsborg",Sarpsborg,Viken,59.2821531,11.1057466,"69 15 43 00",5,ChIJoU3jCIcGREYRZTaEd2LMcIQ
siktraos9810,"Sikker Trafikkskole",sikkertrafikkskole.no/,"Herslebs gate 14, 0561 Oslo","Oslo kommune",Oslo,59.9184236,10.7636413,"941 01 006",4.4,ChIJoUCvNXpvQUYR5E7J_cIf28s
skedtraf4525,"Skedsmo Trafikkskole",skedsmotrafikkskole.no/index.php/kontakt-oss,"Furuholtet 10, 2020 Skedsmokorset",Lillestr칮m,Viken,60.00065660000001,11.0411335,"63 87 26 55",5,ChIJD7ZlS5J7QUYRTP8t3oH0uXU
skidrisc9718,"ski driving school",skitrafikkskole.no/,"Oppeg친rdveien 2B, 1423 Ski","Nordre Follo",Viken,59.72079900000001,10.829023,"64 87 37 10",5,ChIJmzfRf-JcQUYRKbXlzk87O6E
smadritr1738,"Smart Driver training",smarttrafikk.no/,"Vestre Brugate 12, 3300 Hokksund","칒vre Eiker",Viken,59.77248469999999,9.9076414,"936 34 444",4.8,ChIJtVW4M2HfQEYRGykYLv7fzng
smatraos8858,"Smart Trafikkskole",smarttrafikkskole.no/,"Trondheimsveien 405, 0953 Oslo","Oslo kommune",Oslo,59.9541623,10.8683896,"988 41 809",4.7,ChIJm3ukiRxwQUYRz9LeX1Kdgdo
soertraf6196,"S칮rumsand trafikkskole",sorumsand-trafikkskole.no/,"Skolevegen 2, 1920 S칮rumsand",Lillestr칮m,Viken,59.98457079999999,11.2379097,"932 11 906",5,ChIJS37JWBXWQ0YRZu1qvGfUxCI
soetrain7533,"S칮rby trafikkskole",sorby.no/,"Smedgaten 4, 1850 Mysen","Indre 칒stfold",Viken,59.5552813,11.3266028,"69 89 25 45",3,ChIJa-bAlvPvQ0YRnCo9IEhLylg
somotras8863,"Soria Moria Trafikkskole as",soriaskole.no/,"Vogts gate 64, 0477 Oslo","Oslo kommune",Oslo,59.93614339999999,10.7657017,"22 22 19 16",5,ChIJPbES4xRuQUYRJ-WONvoz8NY
sotrscas7201,"S칮rby Traffic School AS",sorby.no,"Sira Sigurds gate 30, 1809 Askim","Indre 칒stfold",칒stfold,59.5817113,11.170663,"69 88 36 33",3,ChIJb2zXC2PjQ0YRJ4RUtDXEU9I
stangrau0414,"Stovner and Groruddalen Aut. driving school",kjoreskole.com/,"Stovner Senter 7, 0985 Oslo","Oslo kommune",Oslo,59.9611408,10.9252411,"22 10 88 49",4.1,ChIJ-aymTLl6QUYRqTypifWXRvA
steptraf4752,"Step Trafikkskole",steptrafikkskole.no/,"Spikkestadveien 118, 3430 Spikkestad",Asker,Viken,59.74318100000001,10.3415082,"932 14 270",,ChIJ0T6uyCU8QUYRDyZsLzRoTm0
stetraas5764,"STEP trafikkskole AS Drammen",aassidentrafikk.no/,"Hotvetveien Vest 49, 3023 Drammen",Drammen,Viken,59.75183719999999,10.1607808,"32 82 19 33",4.5,ChIJ16-XihQjQUYRSYG4bWuAkUE
stetradr2781,"Step trafikkskole Drammen",steptrafikkskole.no/,"Hotvetveien Vest 49, 3023 Drammen",Drammen,Viken,59.75185680000002,10.1608009,"932 14 270",,ChIJV1M9eZIjQUYRkQ488Dv3rfA
stolatra1211,"St. Olav Trafikkskole AS",stolavtrafikkskole.tabs.no/,"Glengsgata 21, 1706 Sarpsborg",Sarpsborg,Viken,59.2844752,11.1136511,"69 18 08 58",3,ChIJk07ktIcGREYRjaN_DAwepk4
stoltrav8422,"St. Olav trafikkskole avd. Porsnes",porsnes.no/,"Osbekkgata 2, 1776 Halden",Halden,Viken,59.12361729999999,11.3902662,"69 18 08 58",4.3,ChIJUxDqv8QSREYRJQVgIN9bHC4
stotraan9157,"Storo trafikkskole ANS",storotrafikkskole.no/,"Grefsenveien 34, 0485 Oslo","Oslo kommune",Oslo,59.94400509999999,10.7750388,"22 22 50 10",5,ChIJN0yFWz1uQUYRD6UtQ6ogKjg
stotraas0703,"St칮yten Trafikkskolesenter AS",stoyten-trafikkskole.no/,"Bloms gate 5, 3510 H칮nefoss",Ringerike,Viken,60.1631943,10.2553317,"32 12 32 08",4.8,ChIJtyp7sUAHQUYRYHevEtBkL1M
strtraas0794,"Strand trafikkskole AS",strandtrafikkskole.no/,"Storgata 21, 3611 Kongsberg",Kongsberg,Viken,59.66999859999999,9.6508676,"414 08 954",5,ChIJ2Z5P7-LRQEYRLFyZWgsTsK0
strykene9339,Strykprosent,strykprosent.no/,"Andersrudveien 1, 1914 Ytre Enebakk",Enebakk,Viken,59.77254679999999,10.9871538,"21 50 13 57",,ChIJZftZmmRhQUYRuOEo9mhk0NE
svesvesl9858,"Svein Svendsen Slemdal",oslo.sveinsvendsen.no/,"Slemdalsveien 131, 0777 Oslo","Oslo kommune",Oslo,59.95010849999999,10.6957422,"22 38 14 93",4,ChIJWUmNZ5JtQUYRNvtzIW2t0F8
svesvetr4299,"Svein Svendsen Trafikkskole",svein-svendsen.no/,"Elias Smiths vei 31, 1337 Sandvika",B칝rum,Viken,59.89175329999999,10.5150227,"67 52 05 06",3.8,ChIJWQBBPWQTQUYRgw83Rcn89MM
svintraf7621,"Sving Trafikkskole",svingtrafikkskole.no/,"Str칮msveien 102B, 2010 Str칮mmen",Lillestr칮m,Viken,59.953487,11.0131983,"403 07 764",4.5,ChIJY4MXP0Z7QUYRmvpCwYmMxr4
svsvtrho9722,"Svein Svendsen trafikkskole H칮nefoss AS",sveinsvendsentrafikkskole.no/,"Kongens Gate 13, 3510 H칮nefoss",Ringerike,Viken,60.164796,10.2584129,"32 12 90 00",5,ChIJhwoFHkEHQUYRLujzEKv2ehs
svsvtros6825,"Svein Svendsen Trafikkskole Oslo",oslo.sveinsvendsen.no/,"Trondheimsveien 102, 0565 Oslo","Oslo kommune",Oslo,59.92556,10.7754297,"22 38 14 93",3.1,ChIJeSlvwp9vQUYR8ZDElqd0tY4
tatrasav7001,"Tangen trafikkskole AS avd Mysen",tangentrafikkskole.no/,"Bakkeliveien 1, 1850 Mysen","Indre 칒stfold",Viken,59.5558476,11.3288433,"69 89 38 00",4.4,ChIJVzkbqfPvQ0YRKf2eI213n2A
teaanttr7996,"Team Antonsen Trafikkskole",teamhvaler.no/,"Blomsterberget 3, 1607 Fredrikstad",Fredrikstad,Viken,59.2159562,10.940964,"911 32 774",4.5,ChIJa6UUo2ceREYRULLjhV5bndc
teatraas0802,"Team trafikkskole AS",team-trafikkskole.no/,"Haugomgata 22, 1811 Askim","Indre 칒stfold",Askim,59.581425,11.167905,"69 88 60 85",4,ChIJr6JBf2TjQ0YRHpD9JchYg7c
temtraas7883,"Tempo trafikkskole AS",tempotrafikkskole.no/,"Sofienberggata 59, 0563 Oslo","Oslo kommune",Oslo,59.9207228,10.7757836,"22 19 81 40",3.7,ChIJ033-RVtuQUYR1tbPiic82dQ
tetrasav7761,"Tempo trafikkskole AS. Avd. Kjeller",tempotrafikkskole.no/,"Trondheimsveien 48, 2007 Kjeller",Lillestr칮m,Viken,59.9824121,11.015778,"22 19 81 40",,ChIJ26NIIuN7QUYRQ1l2vVbcoPE
thitrano2701,"Think Trafikk",thinktrafikk.no/,"Kolbotnveien 5, 1410 Kolbotn","Nordre Follo",Viken,59.8102098,10.8036311,"66 80 84 84",5,ChIJudH9umNoQUYR61fF4jGgeoI
thnedrsc1870,"The new driving school",dennyetrafikkskole.no/,"Herslebs gate 14B, 0561 Oslo","Oslo kommune",Oslo,59.918452,10.763876,"941 01 006",3,ChIJq_k7jF1uQUYR8PzF4VRdqdY
tolltraf8796,"Tollan Trafikkskole",tollanstrafikkskole.no/,"Cappelens gate 15, 3015 Drammen",Drammen,Viken,59.7457215,10.2083276,"913 28 556",5,ChIJqduBeco8QUYR-_KeKSp-T94
tonetraf6212,"Tones Trafikkskole",tonestrafikkskole.no/,"Kongens Gate, 3510 H칮nefoss",Ringerike,Viken,60.1649937,10.25842,"907 95 227",5,ChIJhwoFHkEHQUYR4Ts3SaudgkE
toptraos1517,"ToppGir trafikkskole",toppgirtrafikkskole.no/student-info/,"Nedre Kalbakkvei 4, 0950 Oslo","Oslo kommune",Oslo,59.9509815,10.867318,"930 70 786",3.5,ChIJl-6UCR1wQUYR2NKhrPcTIVc
tra4usha7563,"Trafikkskolen 4U Shakoor Khan",trafikkskolen4u.no/,"Fekjan 7C, 1394 Nesbru",Asker,Viken,59.8639808,10.4888743,"66 85 98 98",5,ChIJ0fcBxYwUQUYRZggrDoVp_wk
trabraas2275,"Trafikkskolen Brandenberger AS",brandenberger.no/,"Kongens Gate 13, 3510 H칮nefoss",Ringerike,Viken,60.165045,10.2581039,"32 12 22 22",5,ChIJhwoFHkEHQUYRu_i_IZAKrrI
tracenho9004,"Traffic center H칮nefoss / Hadeland",trafikksenteret.com/,"Stangs gate 7, 3510 H칮nefoss",Ringerike,Viken,60.164047,10.2554595,"481 32 306",,ChIJoTsDvUAHQUYR1pOFJ1qIGTs
tradaosl3415,"trafikkskole DA",miretrafikkskole.no/,"Hauketoveien 3, 1266 Oslo","Oslo kommune",Oslo,59.8459877,10.8044475,,,ChIJuzSSNGZpQUYRLblr3p75nAU
tradrifj1833,"Trafikkskolen Driver Fjellhamar",driver.no/,"L칮rdagsrudveien 24, 1472 Fjellhamar",L칮renskog,Viken,59.9371886,10.9907489,"64 80 80 09",5,ChIJvaesastkQUYRCAvrPG-ua_0
tragulas6789,"Trafikkskolen Gullik AS",facebook.com/Trafikkskolengullik/,"Voldgata 45A, 2000 Lillestr칮m",Lillestr칮m,Viken,59.9580844,11.0371516,"406 07 000",3,ChIJkWynD317QUYRfcFovP-bQUc
traschdr1015,"Traffic School Driver AS",driver.no/,"Nordens vei 15, 2013 Skjetten",Lillestr칮m,Viken,59.96712600000001,10.9991365,"64 80 80 09",4.8,ChIJVZJVyhZ7QUYRdiukgOyshC0
tratraos5255,"Trafikanten Trafikkskole",trafikanten-trafikkskole.business.site/,"Ekebergveien 228C, 1162 Oslo","Oslo kommune",Oslo,59.8613307,10.8009553,"973 03 060",5,ChIJ5chA-29vQUYRnx3YRA94FhQ
trosastr6208,"Trafikkskolen Oslo AS - Trafikkskole i Oslo游뚱",trafikkskolenoslo.no/,"Slettel칮kka 40 C, 0597 Oslo","Oslo kommune",Oslo,59.949354,10.85138,"905 32 947",5,ChIJ28ZNlNxvQUYRRV-LGfoei9c
trygtraf5285,"Trygg trafikkskole",tryggtrafikkskole.no/,"Nordsnoveien 15, 2007 Kjeller",Lillestr칮m,Viken,59.9709199,11.0484935,"406 11 011",2,ChIJq84IrplvQUYR2EJwzW2zHxM
tungasdr5285,"Tungbilskolen AS",tungbilskolen.no/,"Nedre Eikervei 14, 3045 Drammen",Drammen,Viken,59.74510100000001,10.1781539,"32 82 43 40",5,ChIJO_NfA0cjQUYRh01xQ5ATJg8
tutkjotr5606,"Tut & Kj칮r Trafikkskole AS",mcskolen.no/,"Henrik Bulls veg 48, 2069 Jessheim",Ullensaker,Viken,60.14504699999999,11.184338,"415 01 556",4.8,ChIJj8HeurqBQUYRaRAlmbUcT1g
ulltraos8676,"Ullev친l trafikkskole",ullev친ltrafikkskole.no/,"M칮llesvingen 2, 0854 Oslo","Oslo kommune",Oslo,59.94596749999999,10.7329906,"954 90 035",5,ChIJATDN_eJtQUYRcLXJxMqWijc
veivtraf9136,"Vei-Viser`n Trafikkskole",vei-visern.no/,"Parkalleen 13, 2000 Lillestr칮m",Lillestr칮m,Viken,59.9583985,11.0461049,"63 80 08 08",3.5,ChIJjbZxAaB8QUYRVyj7m9jYexs
vesbaetr0190,"Vestre B칝rum trafikkskole",vbtrafikkskole.no/,"Brynsveien 96, 1352 Kols친s",B칝rum,Viken,59.90803,10.5108884,"911 08 216",5,ChIJA8WQzHITQUYRq_bgjxtwo9k
viptrafs8002,"VIP Trafikkskole",viptrafikkskole.no/,"St. Marie gate 73, 1706 Sarpsborg",Sarpsborg,Viken,59.2816011,11.117167,"69 16 84 00",4.5,ChIJY6gYi30GREYRP22Lor2uPFU
waytraas6703,"Way2ride Trafikkskole AS",way2ride.no/,"Drengsrudhagen 6, 1385 Asker",Asker,Viken,59.82481569999999,10.4012129,"469 59 500",5,ChIJt8RABbcVQUYRCofmQCqDvT4
waytrafl8231,"Way Trafikkskole",way.no/,"Stillverksveien 7, 2004 Lillestr칮m",Lillestr칮m,Viken,59.9530338,11.0476914,"902 13 939",,ChIJXae-oGZ9QUYRYCSpbQ7njEM
wrigtraf2306,"Wright Trafikkskole",wright.no/,"Porsnesbakken 2, 1772 Halden",Halden,Viken,59.12530840000002,11.3919241,"69 17 22 90",3.4,ChIJXfJoWcQSREYRRoXhAokYObo
wrigtraf4330,"Wright Trafikkskole",wright.no/,"Knoffs gate 10, 3044 Drammen",Drammen,Viken,59.7357324,10.2064818,"415 93 900",4.8,ChIJY8k8O7I8QUYRJCl5btgZQWA
wrigtraf5271,"Wright Trafikkskole",wright.no/avdelinger/Sarpsborg/,"Korsgata 10B, 1723 Sarpsborg",Sarpsborg,Viken,59.2825649,11.1064699,"69 13 39 30",2.5,ChIJB4ekPYQGREYRUOn_QcimbsM
writraas0269,"Wright Trafikkskole AS",wright.no/,"Sk친rersletta 18, 1473 L칮renskog",L칮renskog,Viken,59.92604590000001,10.9543699,"67 91 91 10",,ChIJ83QSZidlQUYRxqmAgIu2RME
writraas3559,"Wright Trafikkskole AS",wright.no/,"Mattias Skytters vei 17, 1482 Nittedal",Nittedal,Viken,60.0465827,10.8803541,"63 81 60 10",3,ChIJRXakMTJ3QUYRQH0FbUYBkrM
writraas3844,"Wright Trafikkskole AS",wright.no/,"Gamle Isevei 59, 1738 Borgenhaugen",Sarpsborg,Viken,59.2694559,11.1640115,"69 97 13 00",3.6,ChIJvb8PmuIFREYRnTZ7tlkwyFQ
writraas5156,"Wright Trafikkskole AS",wright.no/,"Veumveien 26, 1613 Fredrikstad",Fredrikstad,Viken,59.22294470000001,10.9300973,"69 31 96 96",4.3,ChIJbwe1HOcCREYRjFeR7rd9_6M
writraas5663,"Wright Trafikkskole AS",wright.no/,"Trondheimsvegen - Jessheim 106, 2050 Jessheim",Ullensaker,Viken,60.14576469999999,11.168825,"63 98 24 50",4.1,ChIJZcVFVr2BQUYRqGj62j3OmWo
writraas6800,"Wright Trafikkskole AS",wright.no/,"Nydalsveien 33, 0484 Oslo","Oslo kommune",Oslo,59.9501972,10.7661248,"469 59 660",3.4,ChIJ6Yy36RtuQUYRbohnCMCExAk
writraas7113,"Wright Trafikkskole AS",wright.no/,"Gjerdrumsgata 41, 2000 Lillestr칮m",Lillestr칮m,Viken,59.9598658,11.0443788,"63 81 60 10",4,ChIJFalDN2B7QUYRZ3NrURHUtCE
writraas7604,"Wright Trafikkskole AS",wright.no/,"Welhavens gate 9, 1530 Moss",Moss,Viken,59.4334917,10.6695159,"69 24 33 30",4.2,ChIJr_5FYp5SQUYRMhNI-ETP4Pg
writraas8851,"Wright trafikkskole AS",wright.no/,"Alfheim 28, 1384 Asker",Asker,Viken,59.8327721,10.4370716,"66 78 75 25",4.2,ChIJB5H4orAVQUYR1dQA5cwxSOw
writunsk1565,"Wright Tungbil skole lier",wright.no/,"Husebysletta 13, 3400 Lier",Lier,Viken,59.7574249,10.2679229,"458 37 046",,ChIJwQXJ_8o9QUYRhysEEL3OIhQ
wriyrkdr9711,"Wright Yrkessj친f칮r Drammen",wright.no/,"Kobbervikdalen 99, 3036 Drammen",Drammen,Viken,59.7019792,10.242912,"458 32 544",4,ChIJL-kHi3E7QUYRwFA9na28-o4
wrtravul0432,"Wright Trafikkskole avd. Ullern",wright.no/avdelinger/Oslo-Ullern/,"V칝ker칮veien 26, 0282 Oslo","Oslo kommune",Oslo,59.9199692,10.6497745,"66 78 75 25",5,ChIJEZaphXRtQUYRDr4JdHCMABU
wrtroshe5754,"Wright Trafikkskole Oslo heavy vehicle",wright.no/,"Garver Ytteborgs vei 96, 0977 Oslo","Oslo kommune",Oslo,59.95367299999999,10.9062367,"22 78 78 78",3.7,ChIJ2TbB9q56QUYRN86CMB-Q4zg
